ignition_type,fuel_type,body_type,kilometers_driven,transmission,owner_no,owner,manufacturer,model,model_year,central_variant_id,variant_name,price,priceActual,priceSaving,priceFixedText,trendingText,heading,car_links,features,registration_year,insurance,Fuel_type,kms_driven,rto,ownership,engine_displacement,Transmission,year_of_manufacture,engine,max_power,torque,wheel_size,seats,color,engine_type,displacement,engine_max_power,engine_max_torque,no_of_cylinders,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,steering_type,seating_capacity,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_of_doors,cargo_volumn,City
0,Petrol,Hatchback,"77,042",Manual,1,1st Owner,Maruti,Maruti Swift,2019,10403,VXI,₹ 4.49 Lakh,₹ 4.97 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Vxi-cars-Kolkata_9d4eb0e0-3dad-4514-8d28-353a9262add0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Jun 2019,Comprehensive,Petrol,"77,042 Kms",WB20,First Owner,1197 cc,Manual,2019.0,1197 CC,88.50bhp,113Nm,,5,Red,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,3845mm,1735,1530,2450,875-905,5-Speed,,Electric,5,Disc,Drum,"Radial, Tubeless",,5,268,Kolkata
0,Petrol,Sedan,"42,325",Manual,1,1st Owner,Tata,Tata Tigor,2021,7372,XZ BSVI,₹ 5.17 Lakh,₹ 5.60 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Tata-Tigor-Xz-Bsvi-cars-Kolkata_5a6d4427-e9d4-4d35-a5d3-815bd711a4fe.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Sept 2021,Third Party,Petrol,"42,325 Kms",WB16,First Owner,1199 cc,Manual,2021.0,1199 CC,84.82bhp,113Nm,,5,Others,1.2L Revotron Engine,1199,84.82bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,3993mm,1677,1532,2450,1030,5-Speed,,Electric,5,Disc,Drum,"Tubeless,Radial",,4,419,Kolkata
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2017,1946,1.2 MPI Comfortline,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-1.2-Mpi-Comfortline-cars-Kolkata_6e209b87-ff2e-4577-a6bb-613e3d151803.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2017,Third Party insurance,Petrol,"50,000 Kms",WB02,First Owner,1199 cc,Manual,2017.0,1199 CC,74bhp,110Nm,,5,Others,MPI Petrol Engine,1199,74bhp@5400rpm,110Nm@3000-4300rpm,3.0,4.0,MPFI,No,3971mm,1682mm,1469mm,2469mm,1030Kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",,5,280-liters,Kolkata
0,Petrol,Hatchback,"37,196",Manual,1,1st Owner,Maruti,Maruti Swift,2015,10405,ZXI,₹ 4 Lakh,₹ 4.58 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Zxi-cars-Kolkata_ce741ce2-34f9-42fd-a450-23785f66337a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Feb 2015,Comprehensive,Petrol,"37,196 Kms",WB20,First Owner,1197 cc,Manual,2015.0,1197 CC,88.50bhp,113Nm,15,5,Others,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,3845mm,1735,1530,2450,875-905,5-Speed,,Electric,5,Disc,Drum,"Radial, Tubeless",15,5,268,Kolkata
0,Diesel,Hatchback,"61,530",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,3966,1.3 Delta,₹ 4.60 Lakh,₹ 4.89 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Baleno-1.3-Delta-cars-Kolkata_fc2c5420-5c48-4148-83d1-bb4c1afebd2f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Aug 2017,Third Party insurance,Diesel,"61,530 Kms",WB02,First Owner,1248 cc,Manual,2017.0,1248 CC,74bhp,190Nm,,5,Red,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDi,Yes,3995mm,1745mm,1510mm,2520mm,970kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",,5,339-litres,Kolkata
0,Petrol,Hatchback,"48,000",Manual,1,1st Owner,Hyundai,Hyundai i20 Active,2016,6058,1.2 SX Dual Tone,₹ 5.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-I20-Active-1.2-Sx-Dual-Tone-cars-Kolkata_177ec19d-fe78-4c9e-a3de-1ba4a8cc414b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2016,Third Party insurance,Petrol,"48,000 Kms",WB26,First Owner,1197 cc,Manual,2016.0,1197 CC,81.86bhp,114.73Nm,16,5,White,VTVT Petrol Engine,1197,81.86bhp@6000rpm,114.73Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1760mm,1555mm,2570mm,1040,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",16,5,285-litres,Kolkata
0,Diesel,SUV,"74,444",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2017,4303,ZDi Plus Dual Tone,₹ 6.43 Lakh,₹ 6.56 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Vitara-Brezza-Zdi-Plus-Dual-Tone-cars-Kolkata_3e0a3898-97fb-4315-b7f0-e1bdfd42bc16.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Aug 2017,Comprehensive,Diesel,"74,444 Kms",WB02,First Owner,1248 cc,Manual,2017.0,1248 CC,88.5bhp,200Nm,16,5,Others,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDi,Yes,3995mm,1790mm,1640mm,2500mm,1210kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",16,5,328-litres,Kolkata
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Skoda,Skoda Fabia,2011,3027,1.2 MPI Elegance,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Skoda-Fabia-1.2-Mpi-Elegance-cars-Kolkata_dd9abf98-db56-435f-9f0d-313938dad47e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",2011,Third Party insurance,Petrol,"1,20,000 Kms",WB06,First Owner,1198 cc,Manual,2011.0,1198 CC,75bhp,110Nm,15,5,Others,In-Line Petrol Engine,1198,75bhp@5400rpm,110Nm@3750rpm,3.0,4.0,MPFI,No,4000mm,1642mm,1522mm,2465mm,1070kg,5 Speed ,FWD,Power,5,Disc,Drum,"Tubeless,Radial",15,5,315-litre,Kolkata
0,Petrol,Hatchback,"11,768",Manual,1,1st Owner,Maruti,Maruti S-Presso,2020,7173,VXI Plus 2019-2022,₹ 4.11 Lakh,₹ 4.36 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-S-presso-Vxi-Plus-2019-2022-cars-Kolkata_1a987b8f-0a01-47e2-ac9e-ef66206f8ae7.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Jul 2020,Comprehensive,Petrol,"11,768 Kms",WB08,First Owner,998 cc,Manual,2020.0,998 CC,65.71bhp,89Nm,,5,Others,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,3565,1520,1567,2380,736-775,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless, Radial",,5,,Kolkata
0,Petrol,Hatchback,"19,715",Manual,2,2nd Owner,Renault,Renault KWID,2020,7429,RXT,₹ 3.84 Lakh,₹ 4.07 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Renault-Kwid-Rxt-cars-Kolkata_aa61b674-a0cd-4803-aaaf-03b4edd53522.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Dec 2020,Third Party,Petrol,"19,715 Kms",WB06,Second Owner,799 cc,Manual,2020.0,799 CC,53.26bhp,72Nm,,5,Blue,Petrol Engine,799,53.26bhp@5600rpm,72Nm@4250rpm,3.0,4.0,MPFi,No,3731mm,1579mm,1474mm,2422mm,710,5 Speed,FWD,Electric,5,Disc,Drum,"Tubeless,Radial",,5,279,Kolkata
0,Petrol,SUV,"54,581",Manual,1,1st Owner,Honda,Honda WR-V,2018,5668,i-VTEC VX,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Honda-Wr-v-I-vtec-Vx-cars-Kolkata_6afd08e6-c784-4c51-8232-2faa82055c7e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Oct 2018,Third Party insurance,Petrol,"54,581 Kms",WB12,First Owner,1199 cc,Manual,2018.0,1199 CC,88.7bhp,110Nm,16,5,Brown,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,3999mm,1734mm,1601mm,2555mm,1103kg,5 Speed,FWD,Electric,5,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,Kolkata
0,Diesel,Sedan,"34,000",Automatic,1,1st Owner,Audi,Audi A6,2014,56,2.0 TDI Premium Plus,₹ 14.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Audi-A6-2.0-Tdi-Premium-Plus-cars-Kolkata_b179f33c-3f6f-4d7c-a668-e619969dd448.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Apr 2014,Comprehensive,Diesel,"34,000 Kms",WB02,First Owner,1968 cc,Automatic,2014.0,1968 CC,174.33bhp,380Nm,17,5,Grey,TDI Diesel Engine ,1968,174.33bhp@3750-4200rpm,380Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,4915mm,2086mm,1455mm,2912mm,1660kg,8 Speed,FWD,Power,5,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,4,530-litres,Kolkata
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2016,1597,Sportz 1.2,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-I20-Sportz-1.2-cars-Kolkata_98281da7-b971-4ea0-9697-007d2719abbf.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2016,Third Party insurance,Petrol,"50,000 Kms",,Second Owner,1197 cc,Manual,2016.0,1197 CC,81.83bhp,114.7Nm,,5,Others,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,Power,5,Disc,Drum,Tubeless,,5,295-litres,Kolkata
0,Petrol,Hatchback,"40,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2014,1973,1.2 MPI Highline,₹ 3.60 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-1.2-Mpi-Highline-cars-Kolkata_39470e3d-568e-4893-9a32-0afa4ef07bed.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2014,Third Party insurance,Petrol,"40,000 Kms",,Second Owner,1198 cc,Manual,2014.0,1198 CC,74bhp,110Nm,15,5,Others,MPI Petrol Engine,1198,74bhp@5400rpm,110Nm@3750rpm,3.0,4.0,MPFI ,No,3971mm,1682mm,1469mm,2469mm,1053kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",15,5,280-liters,Kolkata
0,Diesel,SUV,"70,000",Automatic,4,4th Owner,Toyota,Toyota Fortuner,2015,2252,4x2 AT,₹ 14.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-4x2-At-cars-Kolkata_5725598f-82f1-4174-a412-1bcabf91fb37.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2015,Third Party insurance,Diesel,"70,000 Kms",,Fourth Owner,2982 cc,Automatic,2015.0,2982 CC,168.5bhp,360Nm,17,7,Silver,D-4D Diesel Engine,2982,168.5bhp@3600rpm,360Nm@1400-3200rpm,4.0,4.0,CRDi,Yes,4705mm,1840mm,1850mm,2750mm,1880kg,5 Speed ,FWD,Power,7,Ventilated Disc,Drum,"Tubeless,Radial",17,5,296-litres,Kolkata
0,Petrol,SUV,"19,600",Automatic,3,3rd Owner,Porsche,Porsche Macan,2016,4503,2L,₹ 42 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Porsche-Macan-2l-cars-Kolkata_f03392b1-d896-4179-95de-7c40ccf9b038.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Dec 2016,Third Party insurance,Petrol,"19,600 Kms",WB74,Third Owner,1984 cc,Automatic,2016.0,1984 CC,252bhp,370Nm,18,5,Blue, V4 Twin Turbo Engine,1984,252bhp@5000-6800rpm,370Nm@1600-4500rpm,6.0,4.0,Direct Fuel Injection,No,4697 mm,1923 mm,1624 mm,2807mm,1770 Kg,7-Speed,AWD,Power,5,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,5,500-litres,Kolkata
0,Diesel,MUV,"1,20,000",Manual,1,1st Owner,Chevrolet,Chevrolet Tavera,2011,688,LS B4 - 7(C) seats BSIII,₹ 3.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Chevrolet-Tavera-Ls-B4---7(c)-Seats-Bsiii-cars-Kolkata_136cbb25-7a99-4b54-8e27-71414c4a34d2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Wheel Covers, Child Safety Locks, Day Night Rear View Mirror",2011,Third Party insurance,Diesel,"1,20,000 Kms",WB26,First Owner,2499 cc,Manual,2011.0,2499 CC,80 ,19 ,15,7,White,In-Line Engine,2499,"80 @ 3,900 (PS@rpm)","19 @ 1,800 (kgm@rpm)",4.0,,,,"4,435 mm","1,680 mm","1,765 mm","2,685 mm","1,585 kg",5 Speed,,Manual,7,Ventilated Disc,Drum,"Tubeless,Radial",15,5,,Kolkata
0,Diesel,SUV,"68,000",Automatic,1,1st Owner,BMW,BMW X3,2012,353,xDrive20d,₹ 11.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Bmw-X3-Xdrive20d-cars-Kolkata_e6023111-ec53-4ee5-a75e-322e1e11f692.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Mar 2012,Comprehensive,Diesel,"68,000 Kms",WB06,First Owner,1995 cc,Automatic,2012.0,1995 CC,184bhp,380Nm,17,5,Black,xDrive20d Diesel Engine ,1995,184bhp@4000rpm,380Nm@1750-2750rpm,4.0,4.0,CRDi,Yes,4648mm,2098mm,1661mm,2810mm,1620,8 Speed,4WD,Power,5,Ventilated Discs,Ventilated Discs,"Tubeless,Radial",17,5,,Kolkata
0,Diesel,Sedan,"70,000",Manual,2,2nd Owner,Tata,Tata Manza,2014,2768,Club Class Quadrajet90 LX,₹ 2.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Tata-Manza-Club-Class-Quadrajet90-Lx-cars-Kolkata_6f5e67f8-caea-454f-b550-551d99dab97c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",2014,Third Party insurance,Diesel,"70,000 Kms",WB02,Second Owner,1248 cc,Manual,2014.0,1248 CC,88.76bhp,200Nm,,5,Others,Quadrajet Diesel Engine,1248,88.76bhp@4000rpm,200Nm@1750-3000rpm,4.0,4.0,CRDi,Yes,4413mm,1703mm,1550mm,2520mm,1200-1210kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",,4,460-litres,Kolkata
0,Diesel,Hatchback,"50,000",Manual,4,4th Owner,Hyundai,Hyundai Grand i10,2016,1528,CRDi Sportz,₹ 3.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Crdi-Sportz-cars-Kolkata_b69ae6d6-1fa6-4ff7-ae83-b11179fe9770.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",2016,Third Party insurance,Diesel,"50,000 Kms",WB42,Fourth Owner,1120 cc,Manual,2016.0,1120 CC,70bhp,160Nm,,5,Others,U2 CRDi  Diesel Engine,1120,70bhp@4000rpm,160Nm@1500-2750rpm,3.0,4.0,CRDi,No,3765mm,1660mm,1520mm,2425mm,1025kg,5 Speed,FWD,Power,5,Disc,Drum,Tubeless,,5,256-liters,Kolkata
0,Petrol,Sedan,"70,179",Manual,1,1st Owner,Tata,Tata Tigor,2021,7371,XM BSVI,₹ 5.18 Lakh,₹ 5.32 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Tata-Tigor-Xm-Bsvi-cars-Kolkata_008fe417-8d64-4469-a9e5-acd86aada264.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Aug 2021,Third Party,Petrol,"70,179 Kms",WB42,First Owner,1199 cc,Manual,2021.0,1199 CC,84.82bhp,113Nm,,5,White,1.2L Revotron Engine,1199,84.82bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,3993mm,1677,1532,2450,1030,5-Speed,,Electric,5,Disc,Drum,"Tubeless,Radial",,4,419,Kolkata
0,Petrol,Hatchback,"54,501",Manual,1,1st Owner,Maruti,Maruti A-Star,2010,3893,Lxi,₹ 1.41 Lakh,₹ 1.42 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-A-star-Lxi-cars-Kolkata_8cb5b3a8-8bba-4c4e-85ec-1231bda6cb08.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Apr 2010,Comprehensive,Petrol,"54,501 Kms",WB24,First Owner,998 cc,Manual,2010.0,998 CC,66.1bhp,90Nm,13,5,Green,K Series Petrol Engine,998,66.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,3500mm,1600mm,1490mm,2360mm,860-895kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,Kolkata
0,Diesel,SUV,"20,000",Manual,1,1st Owner,Renault,Renault Captur,2018,6100,1.5 Diesel RXL,₹ 8 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Renault-Captur-1.5-Diesel-Rxl-cars-Kolkata_9ccf179c-44d7-4a0d-9f0b-e7250f1cec54.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",2018,Third Party insurance,Diesel,"20,000 Kms",null,First Owner,1461 cc,Manual,2018.0,1461 CC,108.45bhp,240Nm,R16,5,Others,K9K dCi Diesel Engine,1461,108.45bhp@3850rpm,240Nm@1750rpm,4.0,4.0,CRDi,Yes,4329mm,1813mm,1626 mm,2673mm,1240,6 Speed,,Power,5,Disc,Drum,"Radial,Tubeless",R16,5,392 Litres,Kolkata
0,Petrol,Hatchback,"28,651",Manual,1,1st Owner,Maruti,Maruti Alto 800,2016,7073,LXI,₹ 2.27 Lakh,₹ 2.39 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Alto-800-Lxi-cars-Kolkata_0d02cddc-d0fa-43c7-ae9a-64e8bc7aa5d2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Apr 2016,Third Party,Petrol,"28,651 Kms",WB24,First Owner,796 cc,Manual,2016.0,796 CC,47.33bhp,69Nm,,5,Others,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,3445,1515,1475,2360,755,5 Speed,,,5,Disc,Drum,Tubeless Tyres,,5,,Kolkata
0,Petrol,Sedan,"64,787",Manual,2,2nd Owner,Honda,Honda City,2014,1279,i VTEC V,₹ 3.72 Lakh,₹ 4.14 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Honda-City-I-Vtec-V-cars-Kolkata_15df8299-659e-49fe-ab58-33158c322139.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Jul 2014,Third Party,Petrol,"64,787 Kms",WB02,Second Owner,1497 cc,Manual,2014.0,1497 CC,117.3bhp,145Nm,15,5,White,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1049kg,5 Speed ,FWD,Power,5,Disc,Drum,"Tubeless,Radial",15,4,510-litres,Kolkata
0,Diesel,SUV,"1,38,726",Manual,1,1st Owner,Toyota,Toyota Fortuner,2014,2251,4x2 Manual,₹ 13 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-4x2-Manual-cars-Kolkata_c0cfdc02-1816-4277-9802-d0a7dedb5fbc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Nov 2014,Comprehensive,Diesel,"1,38,726 Kms",WB40,First Owner,2982 cc,Manual,2014.0,2982 CC,168.5bhp,343Nm,17,7,Grey,D-4D Diesel Engine,2982,168.5bhp@3600rpm,343Nm@1400-3400rpm,4.0,4.0,CRDi,Yes,4705mm,1840mm,1850mm,2750mm,1880kg,5 Speed,FWD,Power,7,Ventilated Disc,Drum,"Tubeless,Radial",17,5,296-litres,Kolkata
